cycle,group,stage,groupName,stageName,population,Dgeneral,DProgExits,DProgEntries,D Treatment,SWIDU dynamics,Scr,CompositePartnerships,Infectiousness
10,1,6,Gen Pop Women,AIDS,29865.266,-9078.098,-0,5232.054,-536.4978,-9.166155,0.0009331937,1.0949999,0.5
10,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
10,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
10,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
10,1,10,Gen Pop Women,Late Tx,33867.496,-2383.1672,-1702.2623,0,3916.635,-8.956831,1.7074304e-05,1.0949999,0.008000001
10,1,11,Gen Pop Women,Adv Tx,30015.057,-2582.2583,-1613.9115,1702.2623,239.45514,-8.719643,4.1484367e-05,1.0949999,0.025000006
10,1,12,Gen Pop Women,AIDS Tx,44721.53,-4470.133,-0,1613.9115,536.4978,-12.778077,5.836249e-05,1.0949999,0.025000006
10,2,0,SW Women,Uninfected,16557.201,-656.2219,-3926.178,0,0,4734.0527,0,48.719997,0
10,2,1,SW Women,Acute,3789.9124,-152.11752,-3802.9382,3926.178,0,15.851789,0.069760144,48.719997,0.16
10,2,2,SW Women,Early,11971.887,-1107.414,-3076.1497,3802.9382,0,47.913017,0.11959697,48.719997,0.08
10,2,3,SW Women,Med,13645.153,-1937.0764,-1383.626,3076.1497,0,53.446438,0.14176199,48.719997,0.09
10,2,4,SW Women,Late,4134.167,-778.0784,-409.51498,1383.626,-175.38393,18.368725,0.06589695,48.719997,0.16
10,2,5,SW Women,Adv,809.56604,-193.13574,-201.18306,409.51498,-14.629011,4.266635,0.03566037,48.719997,0.5
10,2,6,SW Women,AIDS,1013.90454,-297.33472,-0,201.18306,-19.433704,7.472048,0.040846176,48.719997,0.5
10,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
10,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
10,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
10,2,10,SW Women,Late Tx,1216.6099,-82.246,-58.747143,0,175.38393,7.2762175,0.00074734585,48.719997,0.008000001
10,2,11,SW Women,Adv Tx,971.64343,-81.94432,-51.215206,58.747143,14.629011,7.122709,0.001815776,48.719997,0.025000006
10,2,12,SW Women,AIDS Tx,1408.4504,-139.3353,-0,51.215206,19.433704,10.4494915,0.0025545277,48.719997,0.025000006
10,3,0,MSM,Uninfected,828576.25,6295.254,-6560.799,0,0,0,0,1.677,0
10,3,1,MSM,Acute,6311.504,-249.29506,-6232.3765,6560.799,0,0,0.0028536064,1.677,0.16
10,3,2,MSM,Early,18271.822,-1641.7427,-4560.396,6232.3765,0,0,0.0041761193,1.677,0.08
10,3,3,MSM,Med,17365.832,-2358.896,-1684.9258,4560.396,0,0,0.0043395394,1.677,0.09
10,3,4,MSM,Late,4513.726,-807.1197,-424.79987,1684.9258,-187.27888,0,0.001945023,1.677,0.16
10,3,5,MSM,Adv,786.5342,-178.1211,-185.5428,424.79987,-16.772995,0,0.0010619266,1.677,0.5
10,3,6,MSM,AIDS,832.5721,-239.14368,-0,185.5428,-16.256046,0,0.0012912295,1.677,0.5
10,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
10,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
10,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
10,3,10,MSM,Late Tx,1071.5397,-70.33893,-50.242092,0,187.27888,0,2.3004253e-05,1.677,0.008000001
10,3,11,MSM,Adv Tx,774.6928,-65.073814,-40.671135,50.242092,16.772995,0,5.81938e-05,1.677,0.025000006
10,3,12,MSM,AIDS Tx,1101.8549,-109.68854,-0,40.671135,16.256046,0,8.260344e-05,1.677,0.025000006
10,4,0,IDU,Uninfected,33532.64,4265.357,-6416.192,0,0,1575.6226,0,3.69,0
10,4,1,IDU,Acute,6063.978,-363.243,-6054.05,6416.192,0,11.029285,0.060153097,3.69,0.16
10,4,2,IDU,Early,16667.232,-1817.7689,-4131.293,6054.05,0,37.072716,0.13882254,3.69,0.08
10,4,3,IDU,Med,14330.102,-2196.3975,-1372.7484,4131.293,0,40.470657,0.11795463,3.69,0.09
10,4,4,IDU,Late,3473.1304,-679.47314,-323.55862,1372.7484,-143.73882,11.566284,0.032148816,3.69,0.16
10,4,5,IDU,Adv,578.3579,-140.8873,-135.46857,323.55862,-12.945571,2.2264688,0.008919899,3.69,0.5
10,4,6,IDU,AIDS,574.0627,-178.04298,-0,135.46857,-11.139,3.0639074,0.010283511,3.69,0.5
10,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
10,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
10,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
10,4,10,IDU,Late Tx,767.5779,-64.94578,-36.080986,0,143.73882,3.2461622,0.0025878726,3.69,0.008000001
10,4,11,IDU,Adv Tx,532.87695,-56.59257,-28.296286,36.080986,12.945571,2.8135345,0.0022141617,3.69,0.025000006
10,4,12,IDU,AIDS Tx,754.89453,-92.44441,-0,28.296286,11.139,4.03924,0.0031450875,3.69,0.025000006
11,0,0,Gen Pop Men,Uninfected,1.5711923e+07,161239.81,-151297.53,0,0,-781.11414,0,1.0949999,0
11,0,1,Gen Pop Men,Acute,145321.5,-5969.295,-149232.38,151297.53,0,-6.733941,0.0026064143,1.0949999,0.16
11,0,2,Gen Pop Men,Early,481313.75,-45286.99,-125797.18,149232.38,0,-23.159367,0.0040777232,1.0949999,0.08
11,0,3,Gen Pop Men,Med,548023,-77783.24,-55559.457,125797.18,0,-26.060116,0.005189635,1.0949999,0.09
11,0,4,Gen Pop Men,Late,157209.36,-29009.191,-15267.995,55559.457,-6745.649,-7.2172217,0.0028511565,1.0949999,0.16
11,0,5,Gen Pop Men,Adv,28216.26,-6435.142,-6703.273,15267.995,-725.1417,-1.2712517,0.0017997341,1.0949999,0.5
11,0,6,Gen Pop Men,AIDS,26061.805,-7155.576,-0,6703.273,-486.78754,-1.2812213,0.0024099261,1.0949999,0.5
11,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
11,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
11,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
11,0,10,Gen Pop Men,Late Tx,38013.83,-2487.3757,-1776.6969,0,6745.649,-1.6845875,4.526084e-05,1.0949999,0.008000001
11,0,11,Gen Pop Men,Adv Tx,23920.521,-1969.6414,-1231.0259,1776.6969,725.1417,-1.1670805,0.000117724994,1.0949999,0.025000006
11,0,12,Gen Pop Men,AIDS Tx,32968.406,-3280.6206,-0,1231.0259,486.78754,-1.636055,0.00017260548,1.0949999,0.025000006
11,1,0,Gen Pop Women,Uninfected,1.6035261e+07,150285.12,-86103.03,0,0,-5549.421,0,1.0949999,0
11,1,1,Gen Pop Women,Acute,82738.13,-3345.2805,-83632.016,86103.03,0,-19.614506,0.0015391243,1.0949999,0.16
11,1,2,Gen Pop Women,Early,253557.83,-23179.848,-64388.46,83632.016,0,-59.71412,0.0025946412,1.0949999,0.08
11,1,3,Gen Pop Women,Med,283598.47,-40393.03,-28852.166,64388.46,0,-66.439804,0.003222727,1.0949999,0.09
11,1,4,Gen Pop Women,Late,91128.18,-17690.576,-9310.83,28852.166,-3808.7275,-22.148296,0.001574386,1.0949999,0.16
11,1,5,Gen Pop Women,Adv,19239.78,-4791.4014,-4991.043,9310.83,-247.83221,-4.9461946,0.0008640138,1.0949999,0.5
11,1,6,Gen Pop Women,AIDS,26558.887,-7914.295,-0,4991.043,-375.22498,-7.900861,0.00087010395,1.0949999,0.5
11,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
11,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
11,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
11,1,10,Gen Pop Women,Late Tx,33603.336,-2370.7249,-1693.3749,0,3808.7275,-8.789072,1.8320503e-05,1.0949999,0.008000001
11,1,11,Gen Pop Women,Adv Tx,28046.246,-2401.2046,-1500.7528,1693.3749,247.83221,-8.060175,3.9668103e-05,1.0949999,0.025000006
11,1,12,Gen Pop Women,AIDS Tx,42336.855,-4248.5454,-0,1500.7528,375.22498,-12.108764,5.563879e-05,1.0949999,0.025000006
11,2,0,SW Women,Uninfected,16727.629,-662.288,-3918.8794,0,0,4751.5957,0,48.719997,0
11,2,1,SW Women,Acute,3782.8977,-151.5965,-3789.9124,3918.8794,0,15.614824,0.067586504,48.719997,0.16
11,2,2,SW Women,Early,11738.694,-1077.4698,-2992.9717,3789.9124,0,47.33644,0.11394566,48.719997,0.08
11,2,3,SW Women,Med,13415.731,-1910.3215,-1364.5154,2992.9717,0,52.443623,0.14153942,48.719997,0.09
11,2,4,SW Women,Late,4141.078,-785.4917,-413.41672,1364.5154,-176.2931,17.597075,0.06914789,48.719997,0.16
11,2,5,SW Women,Adv,814.0735,-194.29585,-202.39151,413.41672,-16.187216,3.9653366,0.03794843,48.719997,0.5
11,2,6,SW Women,AIDS,938.55225,-268.6847,-0,202.39151,-15.483967,6.424819,0.038216043,48.719997,0.5
11,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
11,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
11,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
11,2,10,SW Women,Late Tx,1254.0286,-85.16269,-60.830494,0,176.2931,7.118725,0.0008046562,48.719997,0.008000001
11,2,11,SW Women,Adv Tx,928.9229,-77.731476,-48.582172,60.830494,16.187216,6.575409,0.0017422651,48.719997,0.025000006
11,2,12,SW Women,AIDS Tx,1348.6091,-133.8028,-0,48.582172,15.483967,9.895334,0.0024437087,48.719997,0.025000006
11,3,0,MSM,Uninfected,828240.2,6324.457,-6660.5444,0,0,0,0,1.677,0
11,3,1,MSM,Acute,6408.0845,-252.46014,-6311.504,6660.5444,0,0,0.002887944,1.677,0.16
11,3,2,MSM,Early,18370.906,-1644.4641,-4567.9556,6311.504,0,0,0.004180303,1.677,0.08
11,3,3,MSM,Med,17765.988,-2431.2166,-1736.5833,4567.9556,0,0,0.0044696564,1.677,0.09
11,3,4,MSM,Late,4742.431,-857.608,-451.37262,1736.5833,-198.89781,0,0.002065338,1.677,0.16
11,3,5,MSM,Adv,832.54565,-188.7682,-196.63354,451.37262,-19.959389,0,0.0011246661,1.677,0.5
11,3,6,MSM,AIDS,794.4918,-220.63159,-0,196.63354,-14.082233,0,0.0011904957,1.677,0.5
11,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
11,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
11,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
11,3,10,MSM,Late Tx,1141.8528,-75.007774,-53.576984,0,198.89781,0,2.4515135e-05,1.677,0.008000001
11,3,11,MSM,Adv Tx,747.5191,-61.97542,-38.734642,53.576984,19.959389,0,5.538671e-05,1.677,0.025000006
11,3,12,MSM,AIDS Tx,1049.9955,-104.67621,-0,38.734642,14.082233,0,7.8777186e-05,1.677,0.025000006
11,4,0,IDU,Uninfected,32995.516,4302.8433,-6418.906,0,0,1578.9395,0,3.69,0
11,4,1,IDU,Acute,6065.8003,-363.83868,-6063.978,6418.906,0,10.733622,0.05996581,3.69,0.16
11,4,2,IDU,Early,16766.543,-1833.3955,-4166.808,6063.978,0,35.537045,0.13935149,3.69,0.08
11,4,3,IDU,Med,14811.14,-2292.8162,-1433.0101,4166.808,0,40.056297,0.12254831,3.69,0.09
11,4,4,IDU,Late,3686.7715,-729.3574,-347.31305,1433.0101,-154.46707,11.768442,0.034345288,3.69,0.16
11,4,5,IDU,Adv,617.36456,-150.37305,-144.58948,347.31305,-15.595972,2.2521095,0.009475282,3.69,0.5
11,4,6,IDU,AIDS,547.97076,-163.60786,-0,144.58948,-9.8307705,2.7572627,0.009404914,3.69,0.5
11,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
11,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
11,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
11,4,10,IDU,Late Tx,817.93896,-69.08201,-38.378895,0,154.46707,3.3549347,0.0027396248,3.69,0.008000001
11,4,11,IDU,Adv Tx,509.5721,-53.287697,-26.643848,38.378895,15.595972,2.6518471,0.0020749657,3.69,0.025000006
11,4,12,IDU,AIDS Tx,708.40576,-86.812874,-0,26.643848,9.8307705,3.849485,0.0029394783,3.69,0.025000006
12,0,0,Gen Pop Men,Uninfected,1.5724476e+07,161312.69,-147977.73,0,0,-781.63666,0,1.0949999,0
12,0,1,Gen Pop Men,Acute,142158.34,-5812.86,-145321.5,147977.73,0,-6.5381784,0.0025939397,1.0949999,0.16
12,0,2,Gen Pop Men,Early,462966.53,-43318.24,-120328.44,145321.5,0,-22.053701,0.0040043555,1.0949999,0.08
12,0,3,Gen Pop Men,Med,536800.3,-76723.22,-54802.3,120328.44,0,-25.623814,0.005103502,1.0949999,0.09
12,0,4,Gen Pop Men,Late,159503.4,-29869.777,-15720.937,54802.3,-6910.1226,-7.4180555,0.0028344668,1.0949999,0.16
12,0,5,Gen Pop Men,Adv,29297.092,-6771.903,-7054.065,15720.937,-812.7999,-1.3367292,0.0017829378,1.0949999,0.5
12,0,6,Gen Pop Men,AIDS,25729.375,-6906.378,-0,7054.065,-478.88007,-1.2373338,0.0021952942,1.0949999,0.5
12,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
12,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
12,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
12,0,10,Gen Pop Men,Late Tx,40360.49,-2660.968,-1900.6914,0,6910.1226,-1.8025388,4.597236e-05,1.0949999,0.008000001
12,0,11,Gen Pop Men,Adv Tx,23523.21,-1913.6417,-1196.0261,1900.6914,812.7999,-1.1348774,0.00011146646,1.0949999,0.025000006
12,0,12,Gen Pop Men,AIDS Tx,31509.75,-3131.9985,-0,1196.0261,478.88007,-1.5634115,0.00016442829,1.0949999,0.025000006
12,1,0,Gen Pop Women,Uninfected,1.6092951e+07,148379.12,-85119.38,0,0,-5569.5327,0,1.0949999,0
12,1,1,Gen Pop Women,Acute,81790.54,-3309.5251,-82738.13,85119.38,0,-19.31913,0.0014953689,1.0949999,0.16
12,1,2,Gen Pop Women,Early,250027.4,-22820.205,-63389.457,82738.13,0,-58.89551,0.0024761967,1.0949999,0.08
12,1,3,Gen Pop Women,Med,278859.03,-39703.785,-28359.848,63389.457,0,-65.2758,0.003171557,1.0949999,0.09
12,1,4,Gen Pop Women,Late,89323.1,-17314.354,-9112.818,28359.848,-3716.3257,-21.431564,0.0016173841,1.0949999,0.16
12,1,5,Gen Pop Women,Adv,18659.592,-4617.5474,-4809.945,9112.818,-260.83276,-4.680218,0.00090714585,1.0949999,0.5
12,1,6,Gen Pop Women,AIDS,24054.271,-7038.1045,-0,4809.945,-269.52295,-6.932791,0.000837873,1.0949999,0.5
12,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
12,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
12,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
12,1,10,Gen Pop Women,Late Tx,33278.66,-2352.2336,-1680.1669,0,3716.3257,-8.601559,1.9554092e-05,1.0949999,0.008000001
12,1,11,Gen Pop Women,Adv Tx,26333.754,-2243.6997,-1402.3124,1680.1669,260.83276,-7.4785924,3.845172e-05,1.0949999,0.025000006
12,1,12,Gen Pop Women,AIDS Tx,39975.266,-4022.0012,-0,1402.3124,269.52295,-11.425125,5.29961e-05,1.0949999,0.025000006
12,2,0,SW Women,Uninfected,16914.361,-669.10516,-3912.9219,0,0,4768.76,0,48.719997,0
12,2,1,SW Women,Acute,3776.9702,-151.3159,-3782.8977,3912.9219,0,15.364198,0.06588798,48.719997,0.16
12,2,2,SW Women,Early,11577.156,-1056.4825,-2934.6736,3782.8977,0,46.72062,0.10911253,48.719997,0.08
12,2,3,SW Women,Med,13182.17,-1878.2024,-1341.5731,2934.6736,0,51.540215,0.13976476,48.719997,0.09
12,2,4,SW Women,Late,4123.021,-786.8048,-414.10782,1341.5731,-175.7032,16.98576,0.07127787,48.719997,0.16
12,2,5,SW Women,Adv,815.54144,-195.37764,-203.51837,414.10782,-17.4806,3.7367504,0.039978437,48.719997,0.5
12,2,6,SW Women,AIDS,885.7632,-248.71634,-0,203.51837,-13.212383,5.6212864,0.03692588,48.719997,0.5
12,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
12,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
12,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
12,2,10,SW Women,Late Tx,1286.1942,-87.782,-62.701427,0,175.7032,6.94593,0.0008617634,48.719997,0.008000001
12,2,11,SW Women,Adv Tx,894.4365,-74.313835,-46.446148,62.701427,17.4806,6.091567,0.0016945995,48.719997,0.025000006
12,2,12,SW Women,AIDS Tx,1289.4794,-128.11786,-0,46.446148,13.212383,9.329535,0.0023355782,48.719997,0.025000006
12,3,0,MSM,Uninfected,827829.25,6359.867,-6770.7886,0,0,0,0,1.677,0
12,3,1,MSM,Acute,6514.4653,-256.32336,-6408.0845,6770.7886,0,0,0.0029305117,1.677,0.16
12,3,2,MSM,Early,18532.883,-1653.3816,-4592.7266,6408.0845,0,0,0.0042006434,1.677,0.08
12,3,3,MSM,Med,18094.879,-2487.2383,-1776.5989,4592.7266,0,0,0.004570116,1.677,0.09
12,3,4,MSM,Late,4935.15,-901.0619,-474.24313,1776.5989,-208.57524,0,0.0021687842,1.677,0.16
12,3,5,MSM,Adv,875.9021,-199.81096,-208.13641,474.24313,-22.939306,0,0.0011897982,1.677,0.5
12,3,6,MSM,AIDS,778.6132,-210.54031,-0,208.13641,-13.474703,0,0.0011354152,1.677,0.5
12,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
12,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
12,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
12,3,10,MSM,Late Tx,1213.4056,-79.929695,-57.09264,0,208.57524,0,2.6109316e-05,1.677,0.008000001
12,3,11,MSM,Adv Tx,730.3736,-59.801525,-37.375957,57.09264,22.939306,0,5.3414322e-05,1.677,0.025000006
12,3,12,MSM,AIDS Tx,1001.09656,-99.74957,-0,37.375957,13.474703,0,7.5027914e-05,1.677,0.025000006
12,4,0,IDU,Uninfected,32502.664,4338.5854,-6413.8467,0,0,1582.4098,0,3.69,0
12,4,1,IDU,Acute,6060.3916,-363.94803,-6065.8003,6413.8467,0,10.493111,0.059788726,3.69,0.16
12,4,2,IDU,Early,16830.617,-1844.3197,-4191.6357,6065.8003,0,34.228596,0.13972583,3.69,0.08
12,4,3,IDU,Med,15191.238,-2369.7822,-1481.114,4191.6357,0,39.3594,0.12625009,3.69,0.09
12,4,4,IDU,Late,3872.96,-774.22205,-368.67715,1481.114,-163.8901,11.863861,0.036339372,3.69,0.16
12,4,5,IDU,Adv,655.33704,-160.51479,-154.34114,368.67715,-18.128925,2.2801971,0.010081434,3.69,0.5
12,4,6,IDU,AIDS,539.0007,-156.17166,-0,154.34114,-9.688395,2.5488389,0.008948248,3.69,0.5
12,4,7,IDU,Acute Tx,0,0,-0,0,0,0,0,3.69,0.008000001
12,4,8,IDU,Early Tx,0,0,-0,0,0,0,0,3.69,0.0040000007
12,4,9,IDU,Med Tx,0,0,-0,0,0,0,0,3.69,0.004500001
12,4,10,IDU,Late Tx,870.77576,-73.61451,-40.89695,0,163.8901,3.4581673,0.0029098773,3.69,0.008000001
12,4,11,IDU,Adv Tx,494.68408,-50.95721,-25.478605,40.89695,18.128925,2.5219026,0.0019777652,3.69,0.025000006
12,4,12,IDU,AIDS Tx,665.7651,-81.46667,-0,25.478605,9.688395,3.659002,0.002749484,3.69,0.025000006
13,0,0,Gen Pop Men,Uninfected,1.5739808e+07,161322.94,-145208.92,0,0,-782.3234,0,1.0949999,0
13,0,1,Gen Pop Men,Acute,139516.22,-5686.3335,-142158.34,145208.92,0,-6.3806696,0.0025811396,1.0949999,0.16
13,0,2,Gen Pop Men,Early,447695.12,-41666.99,-115741.63,142158.34,0,-21.128653,0.0039491504,1.0949999,0.08
13,0,3,Gen Pop Men,Med,523684.84,-75152.05,-53680.03,115741.63,0,-25.017067,0.0050166436,1.0949999,0.09
13,0,4,Gen Pop Men,Late,159953.78,-30305.646,-15950.341,53680.03,-6966.158,-7.510415,0.0028079562,1.0949999,0.16
13,0,5,Gen Pop Men,Adv,30013.697,-7031.3022,-7324.273,15950.341,-876.77435,-1.3862141,0.0017664102,1.0949999,0.5
13,0,6,Gen Pop Men,AIDS,25735.418,-6818.284,-0,7324.273,-498.72498,-1.2217886,0.0020387864,1.0949999,0.5
13,0,7,Gen Pop Men,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
13,0,8,Gen Pop Men,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
13,0,9,Gen Pop Men,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
13,0,10,Gen Pop Men,Late Tx,42481.473,-2825.2341,-2018.0244,0,6966.158,-1.9135313,4.653164e-05,1.0949999,0.008000001
13,0,11,Gen Pop Men,Adv Tx,23358.875,-1881.8568,-1176.1605,2018.0244,876.77435,-1.1167985,0.00010620763,1.0949999,0.025000006
13,0,12,Gen Pop Men,AIDS Tx,30189.713,-2993.4263,-0,1176.1605,498.72498,-1.4955957,0.00015633382,1.0949999,0.025000006
13,1,0,Gen Pop Women,Uninfected,1.6149891e+07,146583.94,-84054.805,0,0,-5589.2725,0,1.0949999,0
13,1,1,Gen Pop Women,Acute,80764.18,-3271.6216,-81790.54,84054.805,0,-19.002453,0.0014594152,1.0949999,0.16
13,1,2,Gen Pop Women,Early,246750.56,-22502.467,-62506.85,81790.54,0,-58.061787,0.0023762784,1.0949999,0.08
13,1,3,Gen Pop Women,Med,274375.53,-39040.266,-27885.904,62506.85,0,-64.1895,0.0030993884,1.0949999,0.09
13,1,4,Gen Pop Women,Late,87650.28,-16971.389,-8932.311,27885.904,-3634.1887,-20.839346,0.0016371642,1.0949999,0.16
13,1,5,Gen Pop Women,Adv,18169.594,-4478.3022,-4664.898,8932.311,-274.63574,-4.472344,0.0009396974,1.0949999,0.5
13,1,6,Gen Pop Women,AIDS,22135.268,-6374.382,-0,4664.898,-203.33197,-6.1884174,0.00082525134,1.0949999,0.5
13,1,7,Gen Pop Women,Acute Tx,0,0,-0,0,0,0,0,1.0949999,0.008000001
13,1,8,Gen Pop Women,Early Tx,0,0,-0,0,0,0,0,1.0949999,0.0040000007
13,1,9,Gen Pop Women,Med Tx,0,0,-0,0,0,0,0,1.0949999,0.004500001
13,1,10,Gen Pop Women,Late Tx,32911.004,-2329.506,-1663.933,0,3634.1887,-8.405923,2.0712683e-05,1.0949999,0.008000001
13,1,11,Gen Pop Women,Adv Tx,24841.969,-2106.7002,-1316.6877,1663.933,274.63574,-6.9658823,3.7724552e-05,1.0949999,0.025000006
13,1,12,Gen Pop Women,AIDS Tx,37686.887,-3797.6501,-0,1316.6877,203.33197,-10.747672,5.0532748e-05,1.0949999,0.025000006
13,2,0,SW Women,Uninfected,17117.412,-676.57446,-3905.9749,0,0,4785.5996,0,48.719997,0
13,2,1,SW Women,Acute,3769.9907,-151.07881,-3776.9702,3905.9749,0,15.094737,0.06451627,48.719997,0.16
13,2,2,SW Women,Early,11463.959,-1041.9441,-2894.289,3776.9702,0,46.065334,0.105054945,48.719997,0.08
13,2,3,SW Women,Med,12963.44,-1845.5038,-1318.217,2894.289,0,50.70229,0.13703522,48.719997,0.09
13,2,4,SW Women,Late,4088.0552,-783.37396,-412.3021,1318.217,-173.99619,16.48938,0.072388045,48.719997,0.16
13,2,5,SW Women,Adv,813.3711,-195.72995,-203.88536,412.3021,-18.416159,3.5590243,0.04155004,48.719997,0.5
13,2,6,SW Women,AIDS,847.872,-234.72723,-0,203.88536,-12.051174,5.001874,0.036490194,48.719997,0.5
13,2,7,SW Women,Acute Tx,0,0,-0,0,0,0,0,48.719997,0.008000001
13,2,8,SW Women,Early Tx,0,0,-0,0,0,0,0,48.719997,0.0040000007
13,2,9,SW Women,Med Tx,0,0,-0,0,0,0,0,48.719997,0.004500001
13,2,10,SW Women,Late Tx,1312.6152,-90.03359,-64.309715,0,173.99619,6.768113,0.000915848,48.719997,0.008000001
13,2,11,SW Women,Adv Tx,866.5497,-71.554924,-44.72183,64.309715,18.416159,5.664035,0.0016680675,48.719997,0.025000006
13,2,12,SW Women,AIDS Tx,1232.5208,-122.50054,-0,44.72183,12.051174,8.768882,0.0022344054,48.719997,0.025000006
13,3,0,MSM,Uninfected,827345,6401.926,-6886.1494,0,0,0,0,1.677,0
13,3,1,MSM,Acute,6625.571,-260.5786,-6514.4653,6886.1494,0,0,0.0029777675,1.677,0.16
13,3,2,MSM,Early,18746.168,-1667.9595,-4633.2207,6514.4653,0,0,0.004235698,1.677,0.08
13,3,3,MSM,Med,18385.328,-2533.283,-1809.4879,4633.2207,0,0,0.004652541,1.677,0.09
13,3,4,MSM,Late,5097.022,-937.67847,-493.51498,1809.4879,-216.42235,0,0.0022558612,1.677,0.16
13,3,5,MSM,Adv,914.68933,-210.2165,-218.97552,493.51498,-25.535765,0,0.0012511738,1.677,0.5
13,3,6,MSM,AIDS,777.353,-206.33249,-0,218.97552,-13.903246,0,0.0011122024,1.677,0.5
13,3,7,MSM,Acute Tx,0,0,-0,0,0,0,0,1.677,0.008000001
13,3,8,MSM,Early Tx,0,0,-0,0,0,0,0,1.677,0.0040000007
13,3,9,MSM,Med Tx,0,0,-0,0,0,0,0,1.677,0.004500001
13,3,10,MSM,Late Tx,1284.2194,-84.93839,-60.670284,0,216.42235,0,2.773244e-05,1.677,0.008000001
13,3,11,MSM,Adv Tx,721.6311,-58.429886,-36.51868,60.670284,25.535765,0,5.216476e-05,1.677,0.025000006
13,3,12,MSM,AIDS Tx,956.4143,-95.10417,-0,36.51868,13.903246,0,7.150034e-05,1.677,0.025000006
13,4,0,IDU,Uninfected,32058.375,4372.255,-6402.5396,0,0,1585.9958,0,3.69,0
13,4,1,IDU,Acute,6049.2046,-363.6235,-6060.3916,6402.5396,0,10.288385,0.059615143,3.69,0.16
13,4,2,IDU,Early,16865.111,-1851.3679,-4207.6543,6060.3916,0,33.125103,0.13997741,3.69,0.08
13,4,3,IDU,Med,15487.675,-2430.5981,-1519.1239,4207.6543,0,38.50428,0.12922934,3.69,0.09
13,4,4,IDU,Late,4031.448,-813.3216,-387.296,1519.1239,-171.8786,11.860381,0.038097713,3.69,0.16
13,4,5,IDU,Adv,690.311,-170.38762,-163.83426,387.296,-20.39975,2.2995336,0.0106799705,3.69,0.5
13,4,6,IDU,AIDS,541.32214,-153.61519,-0,163.83426,-10.305906,2.408332,0.008784046,3.69,0.5
